participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent_given,player.button_clicked,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,dkg1nkbd,v0m3grox_16T,0,0,368,,,,0,,,0.0,1,,0.0,,,1,1,v0m3grox,2024-09-21,,,Market Experiment,1
2,1ovi5twf,v0m3grox_14P,0,0,368,,,,0,,,0.0,2,,0.0,,,1,1,v0m3grox,2024-09-21,,,Market Experiment,1
1,2slk8ma1,n9slx1c3_53O,0,365,368,rounds,FinalResultsPage,2024-09-30 20:44:59.997426,1,,,704.22,1,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
2,k70jlcxk,n9slx1c3_32X,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.202331,1,,,826.42,2,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
3,3kifwb2z,n9slx1c3_62F,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.225395,1,,,729.0,3,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
4,tx2cdzch,n9slx1c3_30J,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.247313,1,,,804.68,4,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
5,l25qvrng,n9slx1c3_39I,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.273962,1,,,698.38,5,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
6,6t0vcv3d,n9slx1c3_17J,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.296535,1,,,1072.45,6,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
7,lnkqdowe,n9slx1c3_69Z,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.314953,1,,,914.82,7,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
8,iy7zp4kb,n9slx1c3_82D,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.336670,1,,,1051.83,8,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
9,ynnpfehe,n9slx1c3_06Q,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.361449,1,,,848.78,9,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
10,pjrzzpo0,n9slx1c3_22G,0,365,368,rounds,FinalResultsPage,2024-09-30 20:45:00.387145,1,,,722.16,10,,0.0,1,1,1,1,n9slx1c3,2024-09-30,,,Market Experiment,0
1,4bodkwz0,91yoqr0i_10A,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:15.884141,1,,,372.01,1,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
2,q0meb8fr,91yoqr0i_31J,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.088828,1,,,206.81,2,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
3,kyr0hdcu,91yoqr0i_64D,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.112979,1,,,185.77,3,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
4,ntn9mt0b,91yoqr0i_11O,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.134837,1,,,186.81,4,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
5,a48rg21e,91yoqr0i_10V,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.155100,1,,,339.21,5,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
6,qucp5iqg,91yoqr0i_24Z,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.183303,1,,,211.81,6,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
7,zz7ujz64,91yoqr0i_56W,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.201627,1,,,190.92,7,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
8,cmyzxjx6,91yoqr0i_91I,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.228346,1,,,213.52,8,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
9,v1pzes19,91yoqr0i_88G,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.250561,1,,,356.81,9,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
10,wfonsd0s,91yoqr0i_41J,0,360,368,rounds,RoundResultsPage,2024-09-30 21:22:16.275088,1,,,334.41,10,,0.0,1,1,1,1,91yoqr0i,2024-09-30,,,Market Experiment,0
1,lyp7jali,tnrp4x8n_11C,0,365,368,rounds,FinalResultsPage,2024-10-01 01:12:24.921350,1,,,803.24,1,,0.0,1,1,1,1,tnrp4x8n,2024-09-30,,,Market Experiment,0
